property_id,property_type,neighborhood,city,sqft,sale_price,price_per_sqft,sale_date,status
P0323,Single Family,Downtown,Sacramento,2117,601079.81,283.93,2024-01-22,Sold
P0324,Single Family,East Park,Fresno,1685,535947.95,318.07,2023-07-26,Sold
P0325,Multi-Family,Westside,Fresno,1702,1150824.32,676.16,2025-04-03,Sold
P0326,Condo,South Bay,San Jose,3789,2874714.3,758.7,2023-04-26,Sold
P0327,Townhouse,Westside,San Jose,4041,3208513.59,793.99,2024-10-15,Sold
P0328,Townhouse,North Hills,Los Angeles,3404,1801532.96,529.24,2025-04-26,Sold
P0329,Single Family,North Hills,Sacramento,3264,2071856.64,634.76,2025-10-12,Sold
P0330,Townhouse,East Park,San Diego,3552,1630154.88,458.94,2023-11-02,Closed
P0331,Condo,East Park,Los Angeles,1687,1263664.22,749.06,2024-09-07,Closed
P0332,Multi-Family,Westside,San Jose,2406,1331432.28,553.38,2023-10-02,Sold
P0333,Townhouse,Downtown,Fresno,2052,1258471.08,613.29,2025-07-10,Sold
P0334,Single Family,Westside,Fresno,911,327841.57,359.87,2023-03-22,Sold
P0335,Townhouse,Downtown,San Diego,2663,852053.48,319.96,2024-11-12,Sold
P0336,Condo,South Bay,San Diego,3737,966388.2,258.6,2025-09-07,Closed
P0337,Townhouse,East Park,Sacramento,4448,1513876.8,340.35,2024-10-20,Sold
P0338,Multi-Family,East Park,Los Angeles,1963,697355.75,355.25,2025-11-16,Closed
P0339,Townhouse,North Hills,Sacramento,3819,2836065.78,742.62,2024-02-21,Sold
P0340,Single Family,North Hills,Fresno,3004,2279855.76,758.94,2023-10-26,Closed
P0341,Condo,East Park,Fresno,1909,538567.08,282.12,2024-11-06,Sold
P0342,Townhouse,East Park,Sacramento,2745,1506812.85,548.93,2024-11-22,Closed
P0343,Condo,Westside,Fresno,1389,931963.44,670.96,2024-12-22,Closed
P0344,Single Family,Downtown,Los Angeles,1453,1154146.96,794.32,2023-05-01,Sold
P0345,Single Family,Westside,Los Angeles,2389,650094.68,272.12,2024-04-18,Sold
P0346,Multi-Family,East Park,Los Angeles,2771,1345403.63,485.53,2023-05-04,Sold
P0347,Single Family,South Bay,San Jose,2879,1582298.4,549.6,2023-01-25,Sold
P0348,Condo,Downtown,Los Angeles,770,397689.6,516.48,2025-05-31,Sold
P0349,Townhouse,North Hills,San Jose,1687,520591.33,308.59,2025-12-14,Closed
P0350,Multi-Family,South Bay,San Diego,1023,439828.62,429.94,2025-04-11,Sold
P0351,Single Family,Downtown,Sacramento,1928,1230661.68,638.31,2023-06-15,Closed
P0352,Single Family,Westside,Los Angeles,2244,1234895.64,550.31,2023-04-25,Closed
P0353,Single Family,South Bay,Los Angeles,4162,1959136.64,470.72,2024-11-09,Sold
P0354,Townhouse,Downtown,Los Angeles,1565,1226725.25,783.85,2025-08-31,Sold
P0355,Condo,North Hills,Los Angeles,4383,2383606.89,543.83,2023-03-09,Sold
P0356,Single Family,North Hills,San Diego,3104,858597.44,276.61,2025-03-26,Sold
P0357,Townhouse,East Park,San Diego,3021,2233183.62,739.22,2025-03-07,Sold
P0358,Single Family,Downtown,Sacramento,2751,1869194.46,679.46,2024-12-09,Sold
P0359,Townhouse,Downtown,San Jose,4135,954895.55,230.93,2025-03-23,Closed
P0360,Multi-Family,Westside,Fresno,2709,901690.65,332.85,2025-02-07,Closed
P0361,Condo,Downtown,Los Angeles,1051,732914.85,697.35,2024-08-27,Sold
P0362,Multi-Family,North Hills,San Jose,1331,578452.6,434.6,2023-11-12,Sold
P0363,Multi-Family,North Hills,San Jose,1074,197057.52,183.48,2024-09-23,Sold
P0364,Multi-Family,South Bay,Fresno,1242,296204.58,238.49,2025-06-01,Closed
P0365,Single Family,South Bay,Fresno,1123,221904.8,197.6,2024-12-25,Sold
P0366,Multi-Family,East Park,Los Angeles,4237,1856272.07,438.11,2024-08-20,Sold
P0367,Condo,Westside,San Jose,3042,1609643.88,529.14,2025-02-18,Sold
P0368,Condo,East Park,San Jose,1799,918191.61,510.39,2023-05-10,Closed
P0369,Townhouse,North Hills,San Diego,1927,972036.61,504.43,2023-06-07,Closed
P0370,Single Family,Westside,San Jose,3132,1857808.44,593.17,2025-07-26,Sold
P0371,Townhouse,East Park,San Jose,2320,934008.8,402.59,2025-02-17,Closed
P0372,Townhouse,North Hills,Fresno,4040,2956350.8,731.77,2023-10-06,Sold
P0373,Townhouse,North Hills,Sacramento,2662,1039511.0,390.5,2025-03-26,Sold
P0374,Townhouse,Downtown,Fresno,2034,878606.64,431.96,2025-03-15,Sold
P0375,Single Family,East Park,San Diego,3125,2650531.25,848.17,2024-01-04,Closed
P0376,Multi-Family,East Park,San Diego,3967,1488378.73,375.19,2023-05-22,Sold
P0377,Multi-Family,East Park,Los Angeles,1691,590666.3,349.3,2023-11-12,Closed
P0378,Multi-Family,South Bay,Los Angeles,3149,1577932.41,501.09,2025-03-31,Sold
P0379,Single Family,Westside,San Jose,3573,2786904.27,779.99,2023-06-24,Sold
P0380,Townhouse,East Park,Los Angeles,3350,1978141.5,590.49,2025-03-29,Sold
P0381,Condo,East Park,San Jose,1103,389745.05,353.35,2025-11-11,Closed
P0382,Condo,North Hills,Los Angeles,2596,1810632.12,697.47,2025-10-21,Closed
P0383,Single Family,Westside,San Jose,1128,426316.32,377.94,2023-06-25,Sold
P0384,Multi-Family,North Hills,Sacramento,2105,1021072.35,485.07,2024-02-28,Sold
P0385,Townhouse,Downtown,San Jose,2494,1655367.56,663.74,2025-07-15,Sold
P0386,Townhouse,Downtown,San Diego,4018,2636691.96,656.22,2023-02-16,Sold
P0387,Townhouse,South Bay,Sacramento,2813,835123.44,296.88,2023-11-24,Closed
P0388,Condo,East Park,Sacramento,1649,1178210.5,714.5,2024-01-13,Sold
P0389,Multi-Family,South Bay,Sacramento,3720,2200194.0,591.45,2024-02-09,Closed
P0390,Townhouse,Downtown,Fresno,718,468258.06,652.17,2024-02-26,Sold
P0391,Townhouse,North Hills,San Diego,3974,3037050.02,764.23,2024-01-18,Closed
P0392,Townhouse,South Bay,Sacramento,1166,414839.48,355.78,2025-09-29,Closed
P0393,Multi-Family,South Bay,San Diego,3104,796300.16,256.54,2024-12-21,Sold
P0394,Condo,North Hills,Los Angeles,4462,2640165.4,591.7,2023-06-23,Sold
P0395,Condo,South Bay,Sacramento,1950,503802.0,258.36,2025-02-03,Closed
P0396,Multi-Family,Westside,Sacramento,3142,855786.54,272.37,2025-02-24,Sold
P0397,Condo,Westside,San Jose,2972,867229.6,291.8,2024-08-14,Closed
P0398,Single Family,East Park,San Diego,3237,698933.04,215.92,2025-01-05,Sold
P0399,Multi-Family,East Park,Sacramento,4039,1766012.36,437.24,2025-11-01,Closed
P0400,Condo,Downtown,Fresno,3608,2679769.84,742.73,2025-09-27,Sold
P0401,Single Family,North Hills,San Diego,3959,2731353.69,689.91,2024-08-21,Sold
P0402,Single Family,South Bay,Los Angeles,1388,975902.8,703.1,2025-10-11,Sold
P0403,Single Family,East Park,Fresno,3874,2106991.12,543.88,2025-01-21,Sold
P0404,Townhouse,Downtown,Sacramento,2441,606881.42,248.62,2024-05-21,Sold
P0405,Multi-Family,Downtown,San Diego,2127,1611564.09,757.67,2023-06-28,Sold
P0406,Multi-Family,Westside,Fresno,4020,2710284.0,674.2,2024-12-19,Sold
P0407,Single Family,South Bay,San Jose,3914,1246374.16,318.44,2024-02-28,Sold
P0408,Townhouse,North Hills,Fresno,3144,1700809.68,540.97,2024-10-24,Sold
P0409,Condo,East Park,Los Angeles,4214,2210917.24,524.66,2023-07-15,Sold
P0410,Condo,Westside,San Jose,4251,2633281.95,619.45,2023-09-29,Sold
P0411,Multi-Family,Westside,Fresno,3818,2845097.24,745.18,2025-03-15,Sold
P0412,Single Family,Downtown,Sacramento,3271,1496580.63,457.53,2025-07-14,Sold
P0413,Multi-Family,East Park,San Jose,3545,2862055.75,807.35,2025-01-25,Sold
P0414,Multi-Family,North Hills,Los Angeles,4259,2975635.53,698.67,2023-07-10,Closed
P0415,Multi-Family,North Hills,San Jose,1592,1319210.8,828.65,2024-03-09,Sold
P0416,Multi-Family,North Hills,Los Angeles,2083,1138776.1,546.7,2023-09-25,Sold
P0417,Single Family,Downtown,San Diego,1107,663690.78,599.54,2025-07-30,Closed
P0418,Condo,Westside,San Jose,2569,463576.05,180.45,2025-05-26,Sold
P0419,Single Family,North Hills,San Jose,4281,3445905.33,804.93,2024-07-15,Sold
P0420,Single Family,East Park,San Jose,2223,1389864.06,625.22,2023-12-05,Sold
P0421,Single Family,Westside,Sacramento,2458,1521944.44,619.18,2023-07-14,Sold
P0422,Multi-Family,Downtown,Los Angeles,1243,718168.11,577.77,2025-11-29,Sold
P0423,Condo,East Park,Los Angeles,4046,1055196.8,260.8,2025-05-14,Sold
P0424,Single Family,North Hills,San Jose,2269,544219.65,239.85,2023-07-29,Sold
P0425,Condo,Downtown,Fresno,1261,550325.62,436.42,2023-09-30,Sold
P0426,Townhouse,Westside,San Diego,3199,1969016.49,615.51,2025-06-20,Closed
P0427,Single Family,Downtown,San Diego,3223,2062720.0,640.0,2024-03-20,Sold
P0428,Multi-Family,North Hills,San Diego,3114,2083608.54,669.11,2024-12-20,Sold
P0429,Townhouse,Downtown,San Jose,1834,1122224.6,611.9,2024-05-23,Sold
P0430,Multi-Family,North Hills,Los Angeles,2820,1654324.8,586.64,2024-01-22,Sold
P0431,Multi-Family,South Bay,Los Angeles,2727,1195898.58,438.54,2024-05-08,Sold
P0432,Multi-Family,South Bay,Sacramento,2179,1755685.67,805.73,2023-09-28,Sold
P0433,Single Family,Downtown,Fresno,2937,1872543.09,637.57,2025-08-22,Sold
P0434,Single Family,East Park,Fresno,756,268878.96,355.66,2023-03-23,Sold
P0435,Multi-Family,East Park,Los Angeles,3274,2152524.04,657.46,2025-04-30,Sold
P0436,Condo,Westside,Fresno,1836,433314.36,236.01,2023-06-11,Sold
P0437,Townhouse,East Park,San Diego,2300,1317693.0,572.91,2023-05-16,Sold
P0438,Single Family,East Park,Fresno,1701,404429.76,237.76,2025-06-08,Sold
P0439,Single Family,Downtown,San Diego,1966,1231246.82,626.27,2023-12-26,Sold
P0440,Townhouse,Westside,San Jose,1371,702774.6,512.6,2024-12-11,Sold
P0441,Single Family,Downtown,San Jose,3771,2652332.85,703.35,2024-07-04,Closed
P0442,Single Family,East Park,Sacramento,1814,963197.72,530.98,2024-06-22,Sold
P0443,Townhouse,Westside,San Jose,927,477163.98,514.74,2023-12-08,Sold
P0444,Condo,South Bay,Los Angeles,4362,2462436.24,564.52,2023-08-25,Sold
P0445,Single Family,East Park,San Jose,4217,3197160.72,758.16,2024-05-15,Closed
P0446,Multi-Family,Westside,San Jose,4469,1253822.64,280.56,2023-03-14,Sold
P0447,Townhouse,Downtown,Fresno,2404,1907862.48,793.62,2024-10-17,Sold
P0448,Condo,Westside,Fresno,1189,613963.93,516.37,2023-04-18,Sold
P0449,Townhouse,North Hills,San Jose,2342,529713.56,226.18,2025-08-10,Sold
P0450,Condo,North Hills,Fresno,2965,1441049.3,486.02,2025-01-25,Sold
P0451,Townhouse,South Bay,Sacramento,3729,2227033.38,597.22,2025-08-08,Sold
P0452,Condo,Downtown,Sacramento,3700,2898210.0,783.3,2024-05-17,Sold
P0453,Townhouse,Downtown,Sacramento,1654,897857.36,542.84,2023-01-20,Sold
P0454,Multi-Family,East Park,Los Angeles,1125,357165.0,317.48,2024-05-02,Sold
P0455,Condo,South Bay,Sacramento,3614,1328072.72,367.48,2023-03-31,Sold
P0456,Single Family,South Bay,San Diego,2577,2146512.15,832.95,2023-06-23,Closed
P0457,Multi-Family,Westside,San Diego,1006,580029.42,576.57,2023-05-08,Sold
P0458,Townhouse,North Hills,Sacramento,1769,1326944.59,750.11,2025-03-15,Sold
P0459,Condo,South Bay,Los Angeles,1656,380946.24,230.04,2024-02-20,Sold
P0460,Townhouse,East Park,Los Angeles,1132,328427.16,290.13,2025-08-12,Sold
P0461,Multi-Family,North Hills,Los Angeles,3855,1230207.6,319.12,2024-09-23,Sold
P0462,Single Family,Westside,San Jose,1345,969866.05,721.09,2024-09-15,Sold
P0463,Multi-Family,South Bay,Los Angeles,1073,704403.04,656.48,2024-12-29,Sold
P0464,Single Family,East Park,Sacramento,1765,1287496.9,729.46,2023-12-23,Sold
P0465,Single Family,Downtown,Los Angeles,1087,532162.59,489.57,2023-10-14,Sold
P0466,Townhouse,Downtown,Fresno,1235,386246.25,312.75,2025-03-31,Sold
P0467,Single Family,Westside,Sacramento,4457,3229274.78,724.54,2023-02-14,Sold
P0468,Single Family,Downtown,Sacramento,1076,846166.4,786.4,2024-11-10,Sold
P0469,Multi-Family,East Park,Los Angeles,1388,1109247.96,799.17,2025-06-06,Closed
P0470,Condo,Westside,San Jose,3498,1629578.28,465.86,2024-12-25,Sold
P0471,Condo,North Hills,Sacramento,2526,1949794.14,771.89,2023-03-12,Closed
P0472,Single Family,North Hills,Sacramento,4315,2368762.4,548.96,2023-05-05,Sold
P0473,Condo,South Bay,Los Angeles,2417,758067.88,313.64,2025-12-12,Closed
P0474,Multi-Family,North Hills,Fresno,3902,2567359.92,657.96,2025-09-09,Sold
P0475,Townhouse,South Bay,San Diego,2290,827125.1,361.19,2023-02-23,Sold
P0476,Single Family,East Park,Fresno,4369,3159486.04,723.16,2024-07-29,Sold
P0477,Condo,Downtown,San Diego,3840,2193676.8,571.27,2024-04-21,Sold
P0478,Condo,South Bay,Sacramento,1791,962787.87,537.57,2023-04-25,Sold
P0479,Condo,Westside,Fresno,4137,3492993.21,844.33,2023-12-22,Sold
P0480,Single Family,North Hills,Fresno,4002,2699469.06,674.53,2025-01-04,Sold
P0481,Townhouse,Westside,Sacramento,3006,2451122.46,815.41,2025-10-05,Sold
P0482,Single Family,South Bay,Sacramento,1069,232646.47,217.63,2024-03-24,Sold
P0483,Condo,North Hills,San Diego,2058,1636089.42,794.99,2024-02-17,Sold
P0484,Single Family,South Bay,San Jose,943,183583.24,194.68,2023-10-18,Sold
P0485,Single Family,North Hills,San Jose,2230,1454049.2,652.04,2025-03-21,Sold
P0486,Multi-Family,North Hills,San Diego,1258,1048958.14,833.83,2025-06-13,Sold
P0487,Multi-Family,North Hills,San Jose,1614,1010218.74,625.91,2023-12-26,Sold
P0488,Single Family,Westside,Fresno,1427,953692.64,668.32,2025-03-12,Sold
P0489,Single Family,East Park,San Diego,4472,3228336.8,721.9,2024-03-28,Sold
P0490,Townhouse,Westside,Los Angeles,3752,870951.76,232.13,2024-12-11,Sold
P0491,Condo,Downtown,San Jose,2529,474541.56,187.64,2024-03-05,Sold
P0492,Single Family,East Park,Sacramento,3923,990086.74,252.38,2023-01-03,Closed
P0493,Multi-Family,North Hills,Fresno,1381,1067029.65,772.65,2025-10-06,Closed
P0494,Condo,East Park,Los Angeles,1115,819859.5,735.3,2024-04-06,Sold
P0495,Single Family,Downtown,San Jose,1907,368909.15,193.45,2024-06-18,Sold
P0496,Single Family,North Hills,Fresno,4336,1871244.16,431.56,2023-06-03,Closed
P0497,Multi-Family,Westside,Los Angeles,3585,719760.45,200.77,2023-12-04,Sold
P0498,Multi-Family,South Bay,Fresno,2056,653232.32,317.72,2024-01-25,Sold
P0499,Single Family,Downtown,Sacramento,3405,1255151.1,368.62,2024-05-01,Closed
P0500,Multi-Family,Downtown,San Jose,1329,287755.08,216.52,2023-01-08,Closed
P0501,Condo,North Hills,Los Angeles,1517,371634.66,244.98,2024-02-28,Closed
P0502,Multi-Family,East Park,San Jose,4156,1069712.84,257.39,2025-03-25,Sold
P0503,Townhouse,East Park,San Jose,3329,1812840.24,544.56,2024-01-14,Sold
P0504,Multi-Family,North Hills,San Diego,2525,529972.25,209.89,2025-06-19,Sold
P0505,Single Family,North Hills,Fresno,3011,666334.3,221.3,2023-07-18,Closed
P0506,Multi-Family,South Bay,Sacramento,3798,2184305.76,575.12,2023-05-05,Closed
P0507,Townhouse,Downtown,Sacramento,3045,2346811.95,770.71,2025-09-02,Sold
P0508,Condo,Downtown,Sacramento,2756,1550856.32,562.72,2025-11-24,Sold
P0509,Condo,Downtown,Sacramento,1384,1150588.4,831.35,2024-01-30,Sold
P0510,Townhouse,North Hills,Los Angeles,3498,1650041.58,471.71,2023-10-30,Sold
P0511,Townhouse,South Bay,Sacramento,2289,1265267.64,552.76,2024-10-29,Sold
P0512,Multi-Family,Downtown,Sacramento,3921,2545826.88,649.28,2025-12-06,Sold
P0513,Single Family,South Bay,Los Angeles,1307,731423.34,559.62,2023-07-25,Sold
P0514,Multi-Family,North Hills,Sacramento,4253,2291814.11,538.87,2024-12-05,Closed
P0515,Condo,North Hills,Sacramento,3043,1789284.0,588.0,2023-03-18,Sold
P0516,Single Family,East Park,San Jose,3232,1899769.6,587.8,2025-04-02,Sold
P0517,Townhouse,Downtown,San Jose,901,612364.65,679.65,2024-07-04,Sold
P0518,Single Family,Westside,San Diego,1973,725728.59,367.83,2025-10-03,Sold
P0519,Townhouse,East Park,Fresno,3746,1786392.48,476.88,2024-10-19,Sold
P0520,Multi-Family,South Bay,San Jose,1469,699170.55,475.95,2025-04-13,Sold
P0521,Townhouse,South Bay,Sacramento,2810,1995943.0,710.3,2023-05-15,Sold
P0522,Condo,Westside,San Diego,3896,2923441.52,750.37,2023-03-01,Sold
P0523,Townhouse,Westside,San Jose,1721,347917.36,202.16,2023-04-14,Sold
P0524,Single Family,Downtown,San Diego,4073,1999965.19,491.03,2025-03-23,Sold
P0525,Multi-Family,South Bay,Fresno,2702,1561783.02,578.01,2023-12-30,Sold
P0526,Single Family,North Hills,Los Angeles,2110,610950.5,289.55,2024-06-13,Closed
P0527,Condo,Westside,San Diego,903,261102.45,289.15,2024-03-14,Sold
P0528,Single Family,East Park,San Diego,3368,1530318.16,454.37,2023-02-11,Sold
P0529,Townhouse,South Bay,San Jose,3162,2265825.96,716.58,2024-04-03,Sold
P0530,Multi-Family,North Hills,San Diego,2435,1899226.95,779.97,2024-12-15,Closed
P0531,Single Family,Downtown,Fresno,1937,1227515.64,633.72,2025-03-24,Sold
P0532,Townhouse,Downtown,Sacramento,2999,1840546.28,613.72,2024-08-01,Sold
P0533,Townhouse,North Hills,San Jose,2077,1749249.4,842.2,2024-10-27,Sold
P0534,Single Family,South Bay,Sacramento,1314,691939.26,526.59,2024-05-07,Sold
P0535,Multi-Family,North Hills,San Jose,3488,954840.0,273.75,2023-02-22,Closed
P0536,Condo,North Hills,San Diego,2357,1037409.98,440.14,2023-03-14,Closed
P0537,Townhouse,Westside,Fresno,4413,3575633.25,810.25,2025-01-04,Sold
P0538,Townhouse,South Bay,San Diego,1903,466977.17,245.39,2023-09-20,Sold
P0539,Condo,North Hills,Sacramento,3380,810625.4,239.83,2024-12-28,Sold
P0540,Multi-Family,Downtown,Sacramento,2222,787854.54,354.57,2024-08-25,Sold
P0541,Multi-Family,Westside,Fresno,4248,2570252.4,605.05,2023-05-26,Sold
P0542,Townhouse,East Park,Los Angeles,4253,2705205.71,636.07,2025-12-21,Sold
P0543,Multi-Family,South Bay,Sacramento,1262,1066225.94,844.87,2024-12-02,Sold
P0544,Single Family,East Park,San Jose,1995,1511811.0,757.8,2024-01-05,Sold
P0545,Multi-Family,North Hills,San Diego,1983,1199933.13,605.11,2023-01-10,Sold
P0546,Single Family,Westside,Fresno,3060,2118132.0,692.2,2025-09-29,Closed
P0547,Multi-Family,East Park,Los Angeles,3294,1540603.8,467.7,2025-05-28,Sold
P0548,Single Family,North Hills,Fresno,2886,905078.46,313.61,2025-02-03,Sold
P0549,Condo,North Hills,San Jose,773,489633.66,633.42,2024-05-24,Sold
P0550,Condo,Downtown,Los Angeles,1120,489417.6,436.98,2024-09-18,Sold
P0551,Townhouse,East Park,San Diego,1891,918023.77,485.47,2025-12-01,Sold
P0552,Condo,East Park,Los Angeles,4392,2232980.64,508.42,2024-01-21,Sold
P0553,Condo,Downtown,Fresno,1618,1079529.6,667.2,2023-09-26,Sold
P0554,Multi-Family,North Hills,Fresno,1204,512446.48,425.62,2023-03-18,Sold
P0555,Single Family,Downtown,Los Angeles,3132,2651050.08,846.44,2023-08-10,Closed
P0556,Multi-Family,Westside,San Diego,2519,1095185.63,434.77,2024-06-01,Sold
P0557,Townhouse,South Bay,Fresno,1933,893007.34,461.98,2023-07-26,Sold
P0558,Single Family,North Hills,Los Angeles,2415,1778744.1,736.54,2023-08-03,Sold
P0559,Townhouse,South Bay,San Diego,2738,857240.42,313.09,2024-02-14,Sold
P0560,Single Family,South Bay,Sacramento,3581,1627707.74,454.54,2023-11-25,Sold
P0561,Condo,Downtown,Los Angeles,3518,2832658.42,805.19,2024-11-08,Sold
P0562,Condo,Downtown,Fresno,4414,1121111.86,253.99,2025-10-08,Sold
P0563,Condo,East Park,San Jose,3663,2435162.4,664.8,2024-06-08,Sold
P0564,Single Family,North Hills,San Jose,2601,555443.55,213.55,2023-12-24,Sold
P0565,Single Family,Downtown,San Diego,2444,1649260.08,674.82,2023-07-14,Sold
P0566,Townhouse,Downtown,San Jose,2046,858378.84,419.54,2025-06-15,Sold
P0567,Multi-Family,North Hills,Sacramento,1449,371335.23,256.27,2025-03-30,Closed
P0568,Single Family,Westside,Los Angeles,3976,1839178.32,462.57,2023-12-08,Sold
P0569,Multi-Family,Westside,Fresno,1124,515623.76,458.74,2025-09-15,Closed
P0570,Condo,East Park,Sacramento,3891,1635231.66,420.26,2023-03-01,Sold
P0571,Single Family,North Hills,San Jose,4335,1974852.6,455.56,2023-04-05,Sold
P0572,Condo,North Hills,Fresno,3585,2730981.3,761.78,2025-12-10,Sold
P0573,Multi-Family,North Hills,Sacramento,2472,1540921.2,623.35,2024-05-24,Sold
P0574,Single Family,Westside,Fresno,4136,3034624.56,733.71,2023-04-22,Closed
P0575,Single Family,East Park,San Jose,4189,2145647.69,512.21,2023-12-05,Sold
P0576,Condo,South Bay,Sacramento,2055,1705650.0,830.0,2023-04-14,Closed
P0577,Multi-Family,South Bay,Sacramento,4046,1365322.7,337.45,2025-07-29,Sold
P0578,Single Family,East Park,Los Angeles,4208,2162785.76,513.97,2024-10-09,Sold
P0579,Single Family,South Bay,Fresno,2352,1073147.04,456.27,2023-01-01,Sold
P0580,Multi-Family,North Hills,San Jose,4345,2261963.55,520.59,2024-02-28,Sold
P0581,Townhouse,South Bay,Fresno,4044,1331931.84,329.36,2025-07-19,Closed
P0582,Single Family,Downtown,San Diego,3635,2254790.5,620.3,2025-07-15,Sold
P0583,Townhouse,Downtown,Los Angeles,2098,876838.12,417.94,2024-08-20,Sold
P0584,Single Family,North Hills,Fresno,2716,744455.6,274.1,2025-04-18,Sold
P0585,Condo,East Park,San Diego,1468,383001.2,260.9,2025-03-15,Sold
P0586,Single Family,East Park,Sacramento,1141,784197.89,687.29,2023-04-06,Sold
P0587,Multi-Family,South Bay,Sacramento,2743,501722.13,182.91,2023-04-10,Sold
P0588,Single Family,East Park,Fresno,3533,2005436.79,567.63,2023-09-20,Sold
P0589,Condo,North Hills,Sacramento,2764,2129744.92,770.53,2025-05-07,Sold
P0590,Condo,East Park,Fresno,1904,920412.64,483.41,2023-10-01,Sold
P0591,Condo,Westside,San Diego,4153,2699450.0,650.0,2024-10-04,Sold
P0592,Condo,South Bay,Fresno,3512,1444661.2,411.35,2023-09-29,Sold
P0593,Multi-Family,South Bay,Fresno,3609,928667.88,257.32,2024-12-22,Closed
P0594,Townhouse,East Park,Los Angeles,3461,2357183.27,681.07,2025-12-29,Sold
P0595,Single Family,Westside,San Jose,803,349449.54,435.18,2023-04-19,Sold
P0596,Single Family,North Hills,San Diego,1873,1194730.51,637.87,2023-10-27,Sold
P0597,Condo,South Bay,Sacramento,2169,1573392.6,725.4,2023-07-29,Sold
P0598,Single Family,East Park,Sacramento,2792,1969728.08,705.49,2024-08-12,Closed
P0599,Single Family,Downtown,San Jose,3928,3275166.4,833.8,2024-10-02,Sold
P0600,Condo,North Hills,Fresno,3241,2470063.33,762.13,2025-06-26,Sold
P0601,Townhouse,East Park,San Diego,3879,2582211.51,665.69,2024-02-01,Sold
P0602,Single Family,East Park,Los Angeles,1465,1208419.9,824.86,2025-11-18,Closed
P0603,Condo,South Bay,San Jose,1843,1019031.56,552.92,2023-09-24,Sold
P0604,Single Family,Westside,San Jose,2053,1010979.32,492.44,2023-11-14,Sold
P0605,Multi-Family,South Bay,Fresno,3868,3112579.6,804.7,2024-09-08,Sold
P0606,Condo,Westside,Fresno,998,703889.4,705.3,2024-10-12,Sold
P0607,Multi-Family,Downtown,San Jose,3920,2032284.8,518.44,2025-05-01,Sold
P0608,Townhouse,North Hills,San Jose,4318,1394498.1,322.95,2024-11-10,Sold
P0609,Single Family,Downtown,San Jose,3782,2247453.5,594.25,2025-08-30,Closed
P0610,Single Family,North Hills,Sacramento,1684,1323640.84,786.01,2024-05-14,Sold
P0611,Single Family,South Bay,San Jose,2280,802377.6,351.92,2024-08-02,Closed
P0612,Townhouse,South Bay,Los Angeles,2693,563860.34,209.38,2024-01-30,Sold
P0613,Single Family,Downtown,San Diego,1385,1150921.15,830.99,2025-12-28,Sold
P0614,Condo,South Bay,Sacramento,4242,2711571.24,639.22,2023-08-01,Sold
P0615,Multi-Family,North Hills,Los Angeles,3759,2404444.35,639.65,2023-02-18,Sold
P0616,Single Family,South Bay,San Diego,1000,216360.0,216.36,2024-05-30,Sold
P0617,Multi-Family,North Hills,Los Angeles,2369,1042312.62,439.98,2025-04-08,Closed
P0618,Single Family,South Bay,Los Angeles,3457,896261.82,259.26,2023-01-13,Sold
P0619,Townhouse,North Hills,Fresno,2165,1735875.35,801.79,2023-08-06,Sold
P0620,Multi-Family,East Park,Los Angeles,1853,1283628.69,692.73,2025-06-15,Closed
P0621,Multi-Family,South Bay,San Jose,1340,720142.8,537.42,2023-10-07,Sold
P0622,Single Family,South Bay,Fresno,1920,1216857.6,633.78,2025-02-03,Sold
P0623,Single Family,North Hills,San Diego,1204,250419.96,207.99,2025-03-18,Sold
P0624,Condo,Westside,San Diego,1567,715304.16,456.48,2025-11-15,Sold
P0625,Single Family,Westside,Fresno,3226,2384917.28,739.28,2024-02-02,Sold
P0626,Single Family,North Hills,Los Angeles,4187,2860558.4,683.2,2025-08-02,Sold
P0627,Townhouse,North Hills,San Diego,1102,344121.54,312.27,2025-09-24,Sold
P0628,Condo,North Hills,Sacramento,1109,411483.36,371.04,2023-05-23,Closed
P0629,Condo,South Bay,Fresno,2044,1211989.8,592.95,2024-09-18,Sold
P0630,Condo,Downtown,San Jose,4008,1570895.52,391.94,2025-05-27,Sold
P0631,Townhouse,North Hills,San Diego,3918,1286749.56,328.42,2025-06-12,Sold
P0632,Townhouse,North Hills,Sacramento,4295,2154243.15,501.57,2025-07-01,Sold
P0633,Townhouse,Westside,Fresno,1419,869165.88,612.52,2023-06-17,Sold
P0634,Single Family,Downtown,Fresno,1778,1193873.66,671.47,2023-06-06,Sold
P0635,Condo,Downtown,Fresno,4028,2295436.36,569.87,2025-04-09,Sold
P0636,Condo,North Hills,Sacramento,2926,2279266.22,778.97,2025-08-24,Sold
P0637,Condo,East Park,Fresno,4351,3034126.34,697.34,2024-08-18,Sold
P0638,Condo,South Bay,San Diego,2325,985311.75,423.79,2023-01-22,Sold
P0639,Multi-Family,North Hills,Los Angeles,2527,724440.36,286.68,2023-10-27,Sold
P0640,Townhouse,North Hills,San Diego,3818,1934656.96,506.72,2023-05-09,Sold
P0641,Multi-Family,East Park,Sacramento,3438,1095140.52,318.54,2025-01-09,Sold
P0642,Single Family,South Bay,San Jose,863,722331.0,837.0,2024-10-25,Sold
P0643,Multi-Family,East Park,San Jose,3070,1672259.7,544.71,2023-12-23,Sold
P0644,Multi-Family,North Hills,San Jose,2816,981544.96,348.56,2024-04-01,Closed
