property_id,property_type,neighborhood,city,sqft,sale_price,price_per_sqft,sale_date,status
P0665,Townhouse,North Hills,Fresno,1432,612953.28,428.04,2025-09-17,Sold
P0667,Townhouse,South Bay,Fresno,1110,359295.9,323.69,2025-03-31,Sold
P0668,Single Family,Westside,Sacramento,1358,598470.6,440.7,2023-01-11,Closed
P0669,Townhouse,Downtown,Fresno,1061,236528.73,222.93,2024-03-30,Sold
P0670,Townhouse,South Bay,Los Angeles,3667,1604312.5,437.5,2025-03-31,Sold
P0671,Condo,South Bay,San Jose,3322,1698306.06,511.23,2023-01-22,Sold
P0673,Condo,Downtown,San Jose,2173,739471.9,340.3,2023-01-01,Closed
P0675,Townhouse,North Hills,San Jose,4464,1073190.24,240.41,2024-08-05,Sold
P0677,Single Family,South Bay,San Jose,1416,641136.48,452.78,2023-08-07,Sold
P0679,Multi-Family,East Park,Fresno,3853,1321540.47,342.99,2024-11-26,Sold
P0680,Multi-Family,Westside,San Diego,2674,689624.6,257.9,2023-05-19,Sold
P0682,Single Family,South Bay,San Diego,1080,483062.4,447.28,2024-12-01,Closed
P0683,Condo,Westside,Sacramento,1985,827486.95,416.87,2024-07-05,Sold
P0686,Multi-Family,North Hills,Fresno,3214,592790.16,184.44,2023-03-28,Sold
P0688,Single Family,South Bay,Sacramento,2329,765775.2,328.8,2023-09-20,Closed
P0689,Multi-Family,Westside,Sacramento,2914,588103.48,201.82,2024-12-12,Sold
P0691,Townhouse,Westside,Fresno,3079,762052.5,247.5,2025-01-10,Sold
P0692,Townhouse,Westside,Sacramento,1671,602395.5,360.5,2024-12-03,Closed
P0693,Townhouse,East Park,San Jose,1562,719753.98,460.79,2025-02-01,Closed
P0695,Condo,East Park,Los Angeles,4207,1830844.33,435.19,2023-10-26,Sold
P0696,Townhouse,East Park,San Jose,2426,1248734.98,514.73,2025-11-24,Sold
P0699,Townhouse,Downtown,Sacramento,2178,917830.98,421.41,2024-06-11,Sold
P0707,Single Family,Downtown,Sacramento,1121,273546.42,244.02,2025-08-27,Sold
P0708,Single Family,East Park,San Jose,1125,400320.0,355.84,2023-11-15,Sold
P0710,Townhouse,East Park,Sacramento,817,166300.35,203.55,2024-12-31,Sold
P0711,Multi-Family,South Bay,Sacramento,2946,1408335.3,478.05,2023-12-29,Sold
P0712,Single Family,East Park,San Jose,4422,1824517.2,412.6,2024-04-10,Sold
P0713,Single Family,Downtown,Fresno,2388,845519.16,354.07,2024-09-13,Sold
P0714,Single Family,East Park,Sacramento,2108,784450.04,372.13,2025-12-31,Sold
P0716,Multi-Family,Westside,San Diego,1472,671025.92,455.86,2025-06-14,Closed
P0717,Single Family,East Park,San Diego,4093,1774315.5,433.5,2024-06-22,Sold
P0719,Multi-Family,South Bay,Sacramento,1447,392918.38,271.54,2023-08-15,Sold
P0721,Townhouse,North Hills,San Diego,2891,563253.53,194.83,2023-07-29,Closed
P0722,Condo,Downtown,Sacramento,3678,682269.0,185.5,2023-07-04,Sold
P0723,Townhouse,East Park,Los Angeles,2100,969276.0,461.56,2025-10-17,Sold
P0725,Townhouse,East Park,Los Angeles,2924,1447380.0,495.0,2024-01-29,Sold
P0728,Single Family,North Hills,Sacramento,2023,579124.21,286.27,2023-03-28,Sold
P0729,Condo,Downtown,San Diego,1513,637714.37,421.49,2023-04-17,Closed
P0730,Single Family,East Park,San Diego,2029,385712.9,190.1,2024-07-19,Sold
P0732,Single Family,Downtown,San Jose,1345,692607.75,514.95,2024-11-24,Sold
P0737,Single Family,South Bay,San Diego,3699,1826640.18,493.82,2023-11-25,Closed
P0739,Townhouse,South Bay,San Diego,3705,1127468.55,304.31,2023-02-08,Sold
P0740,Condo,South Bay,Sacramento,3653,812573.32,222.44,2025-03-04,Sold
P0741,Townhouse,Downtown,Los Angeles,3211,1187106.7,369.7,2025-04-19,Sold
P0743,Multi-Family,East Park,Fresno,2688,828925.44,308.38,2023-03-07,Sold
P0744,Single Family,Westside,Sacramento,901,383339.46,425.46,2023-05-26,Sold
P0748,Condo,South Bay,Fresno,1476,456659.64,309.39,2024-05-24,Closed
P0749,Multi-Family,East Park,Los Angeles,3756,941591.64,250.69,2025-01-03,Sold
P0750,Townhouse,Westside,Fresno,3945,1186932.15,300.87,2025-04-02,Closed
P0752,Multi-Family,South Bay,San Jose,3192,1089365.76,341.28,2024-03-14,Sold
P0753,Single Family,Downtown,San Jose,2553,1224980.46,479.82,2025-03-24,Sold
P0754,Single Family,North Hills,San Diego,2820,762838.2,270.51,2024-09-10,Sold
P0755,Condo,Downtown,Los Angeles,4205,1644112.95,390.99,2024-07-19,Closed
P0756,Townhouse,South Bay,San Diego,2156,613576.04,284.59,2024-06-26,Sold
P0758,Condo,East Park,Fresno,3663,1456189.02,397.54,2025-09-15,Sold
P0764,Condo,Westside,San Jose,1609,755264.6,469.4,2025-03-18,Sold
P0766,Condo,East Park,Fresno,2755,1297908.05,471.11,2023-09-25,Sold
P0767,Condo,Westside,Los Angeles,2698,1200232.28,444.86,2024-02-06,Sold
P0768,Single Family,East Park,Sacramento,3881,1816851.34,468.14,2023-07-03,Sold
P0769,Single Family,North Hills,San Diego,2126,654021.38,307.63,2024-12-06,Sold
P0773,Condo,South Bay,San Diego,2543,1260565.1,495.7,2024-11-10,Sold
P0776,Single Family,East Park,Los Angeles,1863,585857.61,314.47,2024-07-09,Sold
P0779,Single Family,Downtown,San Diego,1463,458284.75,313.25,2025-07-26,Sold
P0780,Single Family,North Hills,San Jose,2066,1050065.16,508.26,2023-11-18,Sold
P0781,Townhouse,Downtown,San Jose,3260,1247145.6,382.56,2025-10-23,Closed
P0783,Single Family,East Park,Fresno,4374,1938600.54,443.21,2023-10-09,Sold
P0784,Multi-Family,North Hills,Fresno,2409,821565.36,341.04,2023-11-09,Sold
P0786,Condo,East Park,San Diego,4233,1153619.49,272.53,2025-12-08,Sold
P0787,Single Family,Westside,San Jose,2000,450880.0,225.44,2025-12-27,Sold
P0788,Multi-Family,East Park,San Jose,3678,734680.5,199.75,2024-10-14,Closed
P0790,Condo,South Bay,San Diego,1456,287632.8,197.55,2024-06-30,Sold
P0791,Multi-Family,Westside,Fresno,3515,694142.2,197.48,2023-06-12,Closed
P0793,Multi-Family,Downtown,San Jose,1370,423987.6,309.48,2023-03-08,Closed
P0796,Townhouse,East Park,Fresno,3879,806909.58,208.02,2025-02-18,Sold
P0797,Single Family,Westside,Fresno,2832,717175.68,253.24,2025-07-24,Closed
P0798,Single Family,Westside,San Jose,3711,765579.3,206.3,2025-03-04,Closed
P0801,Condo,East Park,Sacramento,3659,1885994.96,515.44,2024-01-04,Sold
P0802,Condo,East Park,Los Angeles,2546,500772.74,196.69,2025-07-18,Sold
P0804,Multi-Family,South Bay,Fresno,3297,1395191.49,423.17,2025-12-08,Sold
P0808,Single Family,East Park,Sacramento,1530,279026.1,182.37,2024-06-02,Closed
P0810,Single Family,Westside,Fresno,2558,1163378.4,454.8,2023-06-12,Sold
P0812,Single Family,South Bay,Fresno,3375,1396710.0,413.84,2023-10-25,Sold
P0814,Multi-Family,South Bay,San Jose,3452,1279069.56,370.53,2023-12-30,Sold
P0820,Multi-Family,East Park,San Diego,4497,1200294.27,266.91,2025-10-13,Sold
P0821,Single Family,Downtown,Los Angeles,3602,1349417.26,374.63,2024-02-01,Closed
P0824,Townhouse,Downtown,Los Angeles,3936,887371.2,225.45,2024-09-06,Sold
P0825,Condo,Westside,San Jose,2098,934344.3,445.35,2023-03-01,Sold
P0827,Multi-Family,East Park,Los Angeles,3269,1597266.09,488.61,2024-11-17,Sold
P0832,Townhouse,East Park,San Jose,1055,541246.65,513.03,2024-05-01,Sold
P0833,Townhouse,Downtown,San Diego,2850,1090267.5,382.55,2023-08-18,Sold
P0834,Condo,Westside,San Jose,2517,1306373.34,519.02,2025-09-15,Closed
P0839,Townhouse,South Bay,San Jose,2014,633141.18,314.37,2024-08-09,Closed
P0840,Condo,North Hills,Los Angeles,3448,892445.84,258.83,2023-11-02,Sold
P0842,Condo,Westside,Los Angeles,1810,497460.4,274.84,2024-08-03,Sold
P0845,Townhouse,North Hills,San Jose,2305,691315.6,299.92,2025-07-02,Sold
P0848,Condo,South Bay,San Jose,2627,880675.48,335.24,2024-04-03,Sold
P0849,Townhouse,East Park,Sacramento,2305,698069.25,302.85,2024-11-07,Sold
P0850,Multi-Family,East Park,San Diego,967,482020.49,498.47,2024-12-20,Sold
P0851,Single Family,East Park,Los Angeles,3845,1590176.65,413.57,2023-09-18,Sold
P0857,Townhouse,East Park,Los Angeles,3150,796509.0,252.86,2025-02-15,Sold
P0863,Condo,East Park,Fresno,4227,1560101.16,369.08,2023-03-05,Closed
P0864,Multi-Family,East Park,Sacramento,3260,1281669.0,393.15,2025-02-22,Sold
P0865,Condo,South Bay,Sacramento,3413,1010862.34,296.18,2023-10-12,Sold
P0866,Condo,Westside,Los Angeles,4140,1902537.0,459.55,2024-08-13,Sold
P0867,Multi-Family,Westside,Los Angeles,3355,639194.6,190.52,2025-09-23,Sold
P0869,Multi-Family,North Hills,San Diego,2786,1293149.76,464.16,2025-07-10,Sold
P0872,Single Family,Westside,Fresno,3587,1531469.65,426.95,2025-09-13,Sold
P0875,Townhouse,East Park,San Jose,2620,1268604.0,484.2,2025-08-18,Sold
P0876,Townhouse,Downtown,Sacramento,1884,550561.32,292.23,2024-09-14,Sold
P0877,Single Family,North Hills,Sacramento,3046,653641.14,214.59,2024-08-20,Sold
P0878,Townhouse,Westside,Fresno,1219,632356.25,518.75,2024-07-23,Sold
P0880,Townhouse,Westside,Sacramento,3399,1629004.74,479.26,2023-12-26,Sold
P0882,Multi-Family,Westside,Sacramento,4130,2115757.7,512.29,2025-04-25,Sold
P0884,Townhouse,East Park,Fresno,1386,680373.54,490.89,2025-09-02,Sold
P0886,Multi-Family,North Hills,Fresno,748,279370.52,373.49,2025-07-08,Sold
P0888,Townhouse,South Bay,Sacramento,1807,648622.65,358.95,2023-07-21,Closed
P0891,Townhouse,Westside,San Jose,2851,711666.62,249.62,2025-07-02,Sold
P0892,Single Family,South Bay,San Diego,1490,302186.9,202.81,2023-07-08,Sold
P0894,Townhouse,North Hills,Sacramento,4370,1111159.9,254.27,2024-01-13,Sold
P0895,Multi-Family,North Hills,San Jose,3316,1604313.96,483.81,2024-07-20,Sold
P0896,Multi-Family,East Park,San Jose,3897,894673.26,229.58,2023-05-08,Sold
P0900,Multi-Family,Downtown,Sacramento,998,226725.64,227.18,2024-05-28,Sold
P0902,Multi-Family,East Park,Sacramento,4405,1947846.95,442.19,2023-01-08,Closed
P0906,Condo,Westside,Fresno,4145,2022594.2,487.96,2024-08-16,Sold
P0918,Condo,East Park,San Diego,2074,461174.64,222.36,2024-07-14,Sold
P0919,Single Family,Westside,Los Angeles,2966,861771.3,290.55,2024-05-13,Closed
P0920,Single Family,Downtown,Los Angeles,3885,1109905.65,285.69,2025-09-24,Sold
P0921,Multi-Family,East Park,San Diego,4493,1077061.96,239.72,2024-08-04,Sold
P0924,Condo,Downtown,Fresno,2124,978293.16,460.59,2024-04-27,Sold
P0925,Condo,East Park,San Diego,3235,1366690.45,422.47,2025-11-05,Sold
P0926,Multi-Family,East Park,San Diego,917,284077.43,309.79,2023-11-02,Sold
P0928,Single Family,Downtown,Los Angeles,1729,698481.42,403.98,2025-07-17,Sold
P0931,Multi-Family,Westside,Sacramento,2035,676861.35,332.61,2024-04-30,Sold
P0932,Single Family,East Park,San Diego,1001,496055.56,495.56,2025-09-19,Sold
P0934,Townhouse,Westside,San Jose,3648,1131171.84,310.08,2025-01-04,Sold
P0936,Condo,North Hills,Fresno,2578,1186421.38,460.21,2024-12-04,Sold
P0945,Multi-Family,East Park,San Diego,3580,1746037.6,487.72,2023-02-19,Closed
P0952,Condo,North Hills,San Jose,3358,1680981.22,500.59,2024-03-05,Sold
P0954,Single Family,East Park,Fresno,2553,1291230.81,505.77,2025-12-14,Sold
P0958,Multi-Family,North Hills,Sacramento,1900,872252.0,459.08,2023-09-28,Closed
P0965,Townhouse,South Bay,San Diego,1360,461584.0,339.4,2023-03-26,Closed
P0966,Single Family,North Hills,San Jose,1766,755282.88,427.68,2024-02-25,Sold
P0967,Townhouse,Downtown,Los Angeles,2227,1069962.15,480.45,2023-11-29,Closed
P0971,Multi-Family,North Hills,Los Angeles,1961,385552.21,196.61,2024-03-27,Sold
P0974,Single Family,North Hills,Sacramento,2708,1063973.2,392.9,2025-11-13,Sold
P0976,Single Family,Westside,Sacramento,2112,877345.92,415.41,2025-07-01,Closed
P0977,Multi-Family,East Park,San Diego,3991,1901631.68,476.48,2023-12-02,Sold
P0978,Townhouse,Downtown,Fresno,1288,411155.36,319.22,2025-08-30,Closed
P0979,Multi-Family,Westside,Fresno,1062,195864.66,184.43,2024-07-13,Closed
P0981,Townhouse,East Park,Fresno,2968,1509791.92,508.69,2024-09-10,Closed
P0982,Condo,North Hills,San Jose,1619,320529.62,197.98,2023-01-06,Closed
P0984,Multi-Family,Downtown,Fresno,816,212135.52,259.97,2024-07-21,Sold
P0985,Townhouse,East Park,Los Angeles,3080,1545944.4,501.93,2025-06-12,Sold
P0987,Townhouse,Westside,Los Angeles,1298,511658.62,394.19,2023-10-05,Sold
P0988,Single Family,North Hills,San Jose,2179,1004671.53,461.07,2024-12-30,Sold
P0989,Single Family,South Bay,San Diego,2804,868847.44,309.86,2024-01-11,Sold
P0990,Townhouse,North Hills,Los Angeles,4273,1674417.78,391.86,2024-09-08,Sold
P0991,Townhouse,North Hills,Sacramento,4072,1125052.88,276.29,2023-10-08,Closed
P0993,Single Family,East Park,Sacramento,4106,1257421.44,306.24,2025-12-12,Sold
P0997,Multi-Family,Downtown,Los Angeles,1213,388875.67,320.59,2023-06-10,Sold
P0998,Single Family,Westside,Los Angeles,3873,1953734.85,504.45,2025-06-02,Sold
P1000,Single Family,Downtown,Fresno,971,371019.1,382.1,2023-01-22,Sold
